tt35934771,Neil Young: Coastal (2025),2025,1h 42m,,Neil Young's coastal solo tour as he performs rare songs in stunning theaters.,Daryl Hannah,Neil Young,Daryl Hannah
tt9254940,Sneaks (2025),2025,1h 32m,"Computer Animation,Adventure,Animation,Comedy,Family","When a designer sneaker unwittingly finds himself lost in New York City, he must dig deep into his sole in order to rescue his sister and return to his rightful owner.","Rob Edwards,Christopher Jenkins","Rob Edwards,Erica Harrell,Dylan Hartman","Anthony Mackie,Laurence Fishburne,Keith David"
tt28443655,Death of a Unicorn (2025),2025,1h 47m,"Dark Comedy,Monster Horror,Comedy,Fantasy,Horror,Thriller",Father-Daughter duo Elliott and Ridley hit a unicorn with their car and bring it to the wilderness retreat of a mega-wealthy pharmaceutical CEO.,Alex Scharfman,Alex Scharfman,"Jenna Ortega,Paul Rudd,David Pasquesi"
tt31193180,Sinners (2025),2025,2h 11m,"Supernatural Horror,Drama,Horror,Thriller","Trying to leave their troubled lives behind, twin brothers return to their hometown to start again, only to discover that an even greater evil is waiting to welcome them back.",Ryan Coogler,Ryan Coogler,"Hailee Steinfeld,Jack O'Connell,Michael B. Jordan"
tt30955489,Until Dawn (2025),2025,1h 34m,"Psychological Drama,Psychological Horror,Supernatural Horror,Drama,Horror","A group of friends trapped in a time loop, where mysterious foes are chasing and killing them in gruesome ways, must survive until dawn to escape it.",David F. Sandberg,"Blair Butler,Gary Dauberman","Ella Rubin,Odessa A'zion,Michael Cimino"
tt33050528,Colorful Stage! The Movie: A Miku Who Can't Sing (2025),2025,1h 45m,"Anime,Animation,Music",Shibuya teen musician Ichika meets Hatsune Miku after hearing her song in a store. The pair work together to help Miku forge emotional connections through music.,Hiroyuki Hata,Yoko Yonaiyama,"Akina,Yu Asakawa,Naoto Fuga"
tt7068946,The Accountant 2 (2025),2025,2h 4m,"Whodunnit,Action,Crime,Drama,Mystery,Thriller",Christian Wolff applies his brilliant mind and illegal methods to reconstruct the unsolved puzzle of a Treasury chief's murder.,Gavin O'Connor,Bill Dubuque,"Ben Affleck,Jon Bernthal,Cynthia Addai-Robinson"
tt32214413,The Wedding Banquet (2025),2025,1h 42m,"Feel-Good Romance,Romantic Comedy,Comedy,Romance","A gay man makes a deal with his lesbian friend: a green-card marriage for him, in exchange for in vitro fertilization treatments for her. Plans evolve as Min's grandmother surprises them wit...",Andrew Ahn,"Andrew Ahn,James Schamus","Bowen Yang,Lily Gladstone,Kelly Marie Tran"
tt31434639,Warfare (2025),2025,1h 35m,"Docudrama,War Epic,Action,Drama,War","A platoon of Navy SEALs embark on a dangerous mission in Ramadi, Iraq, with the chaos and brotherhood of war retold through their memories of the event.","Alex Garland,Ray Mendoza","Ray Mendoza,Alex Garland","D'Pharaoh Woon-A-Tai,Will Poulter,Cosmo Jarvis"
tt13491834,Sacramento (2024),2024,1h 24m,Comedy,"An energetic and free-spirited young man convinces his long-time friend, who's settled into domestic life, to go on an impromptu road trip from Los Angeles to Sacramento.",Michael Angarano,"Michael Angarano,Christopher Nicholas Smith","Kristen Stewart,Michael Angarano,Michael Cera"
tt7967302,The King of Kings (2025),2025,1h 40m,"Computer Animation,Animation,Family",The story of our Lord Jesus Christ as told by Charles Dickens and seen through the innocent eyes of a child.,Seong-ho Jang,"Seong-ho Jang,Rob Edwards,Jamie Thomason","Pierce Brosnan,Oscar Isaac,Uma Thurman"
tt32149847,Drop (2025),2025,1h 40m,"Whodunnit,Drama,Mystery,Thriller","A widowed mother's first date in years takes a terrifying turn when she's bombarded with anonymous threatening messages on her phone during their upscale dinner, leaving her questioning if h...",Christopher Landon,"Jillian Jacobs,Chris Roach","Meghann Fahy,Brandon Sklenar,Violett Beane"
tt33029955,One to One: John & Yoko (2024),2024,1h 40m,"Biography,Documentary","Set in 1972 New York, this documentary explores John and Yoko's world amid a turbulent era. Centered on the One to One charity concert for special needs children, it features unseen archives...","Kevin Macdonald,Sam Rice-Edwards","John Lennon,Yoko Ono,The Plastic Ono Elephants Memory Band","Kevin Macdonald,Sam Rice-Edwards"
tt27674982,The Ballad of Wallis Island (2025),2025,1h 40m,"Quirky Comedy,Comedy,Drama,Music","THE BALLAD OF WALLIS ISLAND follows Charles (Tim Key), an eccentric lottery winner who lives alone on a remote island and dreams of getting his favorite musicians, McGwyer Mortimer (Tom Basd...",James Griffiths,"Tom Basden,Tim Key","Tom Basden,Tim Key,Sian Clifford"
tt0899043,The Amateur (2025),2025,2h 3m,"Spy,Action,Thriller",A CIA cryptographer manages to blackmail his agency into training him to let him go after a group of terrorists who killed his wife.,James Hawes,"Robert Littell,Ken Nolan,Gary Spinelli","Jon Bernthal,Julianne Nicholson,Rami Malek"
tt34888646,I Can Only Imagine Sequel (2026),2026,,Drama,"Bart Millard, lead singer of MercyMe, faces a personal crisis at the peak of his success. As his world unravels, he struggles with his beliefs and inner demons while seeking a path through a...","Andrew Erwin,Brent Mccorkle",Brent Mccorkle,"Dennis Quaid,Arielle Kebbel,Milo Ventimiglia"
tt30835450,Mogwai: If the Stars Had a Sound (2024),2024,1h 32m,"Documentary,Music","25 years of the cult Scottish band Mogwai. When a pioneering band stays true to their roots and follows their own path, the outcome is 'bigger than words and wider than pictures'.",Antony Crook,"Dominic Aitchison,Stuart Braithwaite,Martin Bulloch",Antony Crook
tt32492552,Untitled the Exorcist/Mike Flanagan Project (2026),2026,,Horror,,Mike Flanagan,Mike Flanagan,Mike Flanagan
tt27165187,Flowervale Street (2026),2026,,"Mystery,Thriller",A family in the 80s start to notice bizarre happenings in their neighborhood.,David Robert Mitchell,David Robert Mitchell,"Anne Hathaway,Ewan McGregor,Christian Convery"
tt30851137,The Bride (2026),2026,,"Dark Romance,Monster Horror,Drama,Horror,Musical,Romance,Sci-Fi","In 1930s Chicago, Frankenstein asks Dr. Euphronius to help create a companion. They give life to a murdered woman as the Bride, sparking romance, police interest, and radical social change.",Maggie Gyllenhaal,"Maggie Gyllenhaal,Mary Shelley","Jake Gyllenhaal,Christian Bale,Jessie Buckley"
tt12042730,Project Hail Mary (2026),2026,,"Dystopian Sci-Fi,Space Sci-Fi,Sci-Fi",An astronaut tries to save Earth while alone in outer space.,"Phil Lord,Christopher Miller","Drew Goddard,Andy Weir","Ryan Gosling,Milana Vayntrub,Sandra Hüller"
tt2321555,The Cat in the Hat (2026),2026,,"Computer Animation,Adventure,Animation,Family",A clever cat brings chaos and mischief to a pair of siblings struggling with their move to a new town.,"Alessandro Carloni,Erica Rivinoja","Alessandro Carloni,Erica Rivinoja,Dr. Seuss","Quinta Brunson,Matt Berry,Bill Hader"
tt26443616,Hoppers (2026),2026,,"Animal Adventure,Computer Animation,Adventure,Animation,Comedy,Family,Sci-Fi",An animal lover uses technology that places her consciousness into a robotic beaver to uncover mysteries within the animal world beyond her imagination.,Daniel Chong,"Jesse Andrews,Daniel Chong","Jon Hamm,Bobby Moynihan,Piper Curda"
tt27047903,Scream 7 (2026),2026,,"Slasher Horror,Whodunnit,Horror,Mystery,Thriller",Plot unknown.,Kevin Williamson,"Guy Busick,James Vanderbilt","Isabel May,Michelle Randolph,Mckenna Grace"
tt32565993,Three Bags Full: A Sheep Detective Movie (2026),2026,,"Action,Comedy,Mystery","Every night a shepherd reads aloud a murder mystery, pretending his sheep can understand. When he is found dead, the sheep realize at once that it was a murder and think they know everything...",Kyle Balda,"Craig Mazin,Leonie Swann","Hugh Jackman,Nicholas Galitzine,Emma Thompson"
tt27613895,GOAT (2026),2026,,"Animal Adventure,Basketball,Computer Animation,Adventure,Animation,Comedy,Family,Sport",,"Tyree Dillihay,Adam Rosette","Aaron Buchsbaum,Teddy Riley",Rachna Vasavada
tt8036976,Send Help (2026),2026,,Horror,"Two colleagues become stranded on a deserted island, the only survivors of a plane crash. On the island, they must overcome past grievances and work together to survive, but ultimately, it's...",Sam Raimi,"Damian Shannon,Mark Swift","Rachel McAdams,Dylan O'Brien,Dennis Haysbert"
tt33714084,Reminders of Him (2026),,,Romance,,See company contact information,"See writer,See producer",See preliminary cast
tt32897959,Wuthering Heights (2026),2026,,Drama,"A passionate and tumultuous love story set against the backdrop of the Yorkshire moors, exploring the intense and destructive relationship between Heathcliff and Catherine Earnshaw.",Emerald Fennell,"Emily Brontë,Emerald Fennell","Owen Cooper,Margot Robbie,Jacob Elordi"
tt2263648,What About Love (2013),2013,1h 54m,"Drama,Romance","Two young lovers change the lives of their parents forever when the parents learn from the joyful experience of their kids, and allow themselves to again find their love.",Klaus Menzel,"Klaus Menzel,Douglas Day Stewart","Sharon Stone,Iain Glen,Andy Garcia"
tt32141377,28 Years Later: The Bone Temple (2026),2026,,"Horror,Thriller",,Nia DaCosta,Alex Garland,Nia DaCosta
tt32654916,Soulm8te (2025),2025,,"Sci-Fi,Thriller","A man acquires an Artificially Intelligent android to cope with the loss of his recently deceased wife. In an attempt to create a truly sentient partner, he inadvertently turns a harmless lo...",Kate Dolan,"Ingrid Bisu,Kate Dolan,Rafael Jordan","Claudia Doumit,David Rysdahl,Lily Sullivan"
tt18259538,Aang: The Last Airbender (2026),2026,,"Action,Adventure,Animation,Family,Fantasy,Mystery",Upcoming animated film following Aang and his friends now as young adults several years after the events of the ending of Avatar: The Last Airbender,"Lauren Montgomery,William Mata","Michael Dante DiMartino,Bryan Konietzko,Kenneth Lin","Steven Yeun,Dave Bautista,Jessica Matten"
tt32020960,Nightmare (2025),2025,1h 30m,Drama,"After moving into her family's house, horror comic artist Ilmira struggles to complete her work But when eerie figures from her past stories come to life, she's forced to confront a buried c...",Jeffrey Schneider,Jeffrey Schneider,"Jeffrey Schneider,Nick Dent,Nicolette Pullen"
tt32338669,Mutiny (2026),2026,,"Action,Thriller","After his billionaire industrialist boss is murdered in front of him, Cole Reed is set up to take the fall for the crime -- leaving him on the run as he works to uncover an international con...",Jean-François Richet,"J.P. Davis,Lindsay Michel","Jason Statham,Arnas Fedaravicius,Annabelle Wallis"
tt31050594,Mercy (2026),2026,,Sci-Fi,A detective is accused of a crime and is forced to prove his innocence.,Timur Bekmambetov,Marco van Belle,"Chris Pratt,Rebecca Ferguson,Annabelle Wallis"
tt9810236,Apophis 2029 (2025),2025,1h 36m,Drama,"On April 13, 2029, asteroid Apophis grazes Earth, passing below satellites and briefly disappearing from view before re-emerging.",Jeffrey Schneider,"Abel Martinez Jr.,Jeffrey Schneider","Jeffrey Schneider,Nick Dent,Geno Romo"
tt9810278,"The King, The Swordsman, and the Sorceress (2025)",2025,1h 30m,Drama,,Jeffrey Schneider,"Abel Martinez Jr.,Jeffrey Schneider","Deborah Dutch,Jeffrey Schneider,Nick Dent"
tt15295176,Crystal (2025),2025,1h 30m,Horror,,Roman P. Martinez,"Nick Dent,Clyde Waterhouse","Jeffrey Schneider,Nick Dent,Nicolette Pullen"
tt28371961,Killer Clown Girls (2025),2025,1h 30m,Horror,"Six women who meet in a support group one night, decide to band together to mete out justice against those who have abused and assaulted women.",Roman P. Martinez,Roman P. Martinez,"Matthew Sunderland,Jeffrey Schneider,Nick Dent"
tt31350873,Return of the Living Dead (2025),2025,,"Comedy,Horror,Sci-Fi","Taking place 18 months after the events at the UNEEDA Warehouse in Louisville, KY, a new Trioxin 2-4-5 leak puts a small Pennsylvania town on the brink of a zombie outbreak during Christmas ...",Steve Wolsh,Steve Wolsh,Alexander Ward
tt11246550,Planet Gliese (2025),2025,1h 30m,Sci-Fi,A Science fiction Epic using proprietary tech and involving mind bending realities from quantum entanglement to R = 2GM/c2,Basil B Moore,Basil B Moore,Basil B Moore
tt10209920,Alien Wars: Judgement Day (2025),2025,1h 30m,Sci-Fi,"After an alien catastrophe, a few remaining human souls try to hold on to their sanity and their reality as humanity slowly slips into darkness.",Jeffrey Schneider,Jeffrey Schneider,"Nick Dent,Donna Hamblin,Luc Bernier"
tt10921118,The Street Avenger (2025),2025,,"Action,Adventure,Crime,Thriller","A girl loses her father to gang violence. Seeking revenge, she becomes a vigilante fighting rival gangs while evading police. But reality proves unlike comic books.",Tesha Clark,"Matthew Clark ""Ghost"",Tesha Clark","Isaac C. Singleton Jr.,Matthew Clark ""Ghost"",Emily Rose Hernandez"
tt33244668,Anaconda (2025),2025,,"Jungle Adventure,Monster Horror,Action,Adventure,Comedy,Horror,Thriller",A group of friends going through mid-life crises. They decide to remake a favorite movie from their youth but encounter unexpected events when they enter the jungle.,Tom Gormican,"Kevin Etten,Tom Gormican","Steve Zahn,Jack Black,Paul Rudd"
tt10713496,The Accident (2025),2025,1h 30m,,"A stormy night in Oregon leads to a tragic accident, intertwining the lives of Denise, a struggling single mom, Ace, a mysterious man, and Anna, a woman with secrets. They're forced to confr...",Jeffrey Schneider,Luc Bernier,"Jeffrey Schneider,Donna Hamblin,Cathy Loch"
tt30274401,Five Nights at Freddy's 2 (2025),2025,,"Supernatural Horror,Horror,Mystery,Thriller","1987, after a rather unstable life, Jeremy Fitzgerald found work as a security guard at the new Freddy's Fazbear Pizzeria, but when he entered there he would realize that not everything ther...",Emma Tammi,"Scott Cawthon,Seth Cuddeback,Emma Tammi","Josh Hutcherson,Matthew Lillard,Elizabeth Lail"
tt26443597,Zootopia 2 (2025),2025,,"Animal Adventure,Computer Animation,Action,Adventure,Animation,Comedy,Crime,Family,Mystery","Brave rabbit cop Judy Hopps and her friend, the fox Nick Wilde, team up again to crack a new case, the most perilous and intricate of their careers.","Jared Bush,Byron Howard","Jared Bush,Byron Howard","Jason Bateman,Fortune Feimster,Ginnifer Goodwin"
tt23572848,The SpongeBob Movie: Search for Squarepants (2025),2025,,"Adventure,Animation,Comedy,Family,Fantasy,Horror","SpongeBob and his friends Patrick, Squidward, Sandy, and Mr. Krabs journey to the ocean's depths to face the Flying Dutchman's ghost, encountering challenges and uncovering marine mysteries.",Derek Drymon,Derek Drymon,"Clancy Brown,Mark Hamill,Tom Kenny"
tt1757678,Avatar: Fire and Ash (2025),2025,3h 12m,"Sci-Fi Epic,Action,Adventure,Fantasy,Sci-Fi,Thriller",Sequel of Avatar: The Way of Water (2022). The plot is unknown.,James Cameron,"James Cameron,Rick Jaffa,Amanda Silver","Zoe Saldaña,Kate Winslet,Sigourney Weaver"
tt27543632,The Housemaid (2025),2025,,Thriller,"Follows a struggling woman who is happy to start over as a housemaid for an affluent, elite couple.",Paul Feig,"Freida McFadden,Rebecca Sonnenshine","Amanda Seyfried,Sydney Sweeney,Brandon Sklenar"
tt10994444,STZ (2025),2025,1h 45m,"Comedy,Horror,Sci-Fi",When three scientist launch a bio attack on a bus full of hot girls they create sex crazed zombies wreaking havoc on a small town.,"Matthew Clark ""Ghost""","Matthew Clark ""Ghost"",Tesha Clark","Alexis Baca,Matthew Clark ""Ghost"",Emily Rose Hernandez"
tt15678738,David (2025),2025,1h 30m,"Computer Animation,Animation,Family,Musical","Beyond the giant's shadow, the shepherd boy embarks on a journey to show his people that true power lies not in kingship, but in faith and freedom.","Phil Cunningham,Brent Dawes",Brent Dawes,"Phil Cunningham,Brent Dawes"
tt34536268,Indecipherable (2025),2025,1h 21m,"Psychological Horror,Horror","A boy finds himself alone, trapped inside his house at night as the world outside vanishes into darkness. Consumed by thoughts, he confronts the unsettling notion that an unknown entity may ...",Dallas Loper,Dallas Loper,Jayden Payne
tt10994300,A Figgly Christmas (2025),2025,1h 22m,"Animation,Comedy,Family,Fantasy","When Santa Claus crashes in the land of the Woodgies, Figgly has to help Santa and save Christmas.","Matthew Clark ""Ghost"",Tesha Clark","Matthew Clark ""Ghost"",Tesha Clark","Matthew Clark ""Ghost"",Tesha Clark"
tt12300742,Bugonia (2025),2025,,"Comedy,Sci-Fi","Two conspiracy-obsessed young men kidnap the high-powered CEO of a major company, convinced that she is an alien intent on destroying planet Earth.",Yorgos Lanthimos,"Jang Joon-hwan,Will Tracy","Jesse Plemons,Emma Stone,Alicia Silverstone"
tt4712810,Now You See Me 3 (2025),2025,,"Crime,Thriller",A third installment of the 'Now You See Me' franchise. Plot undisclosed.,Ruben Fleischer,"Seth Grahame-Smith,Gavin James,Michael Lesslie","Rosamund Pike,Woody Harrelson,Morgan Freeman"
tt31227572,Predator: Badlands (2025),2025,,"Alien Invasion,Monster Horror,Horror,Sci-Fi",Plot is under wraps.,Dan Trachtenberg,"Patrick Aison,Jim Thomas,John Thomas",Elle Fanning
tt10115998,The Cincinnati Spin (2025),,,"Crime,Drama,Mystery,Romance",,See company contact information,"See writer,See producer",See preliminary cast
tt19847976,Wicked: For Good (2025),2025,,"Family,Fantasy,Musical,Romance","Follows Elphaba, the future Wicked Witch of the West and her relationship with Glinda, the Good Witch of the North. The second of a two-part feature film adaptation of the Broadway musical.",Jon M. Chu,"Winnie Holzman,Dana Fox,L. Frank Baum","Cynthia Erivo,Ariana Grande,Jeff Goldblum"
tt11487742,The Evil Within (2025),2025,,"Horror,Thriller",Plot is currently under wraps.,Nicolas Rose,Nicolas Rose,"Nicolas Rose,Giorgio Haddad"
tt14107334,The Running Man (2025),2025,,"Dystopian Sci-Fi,Action,Sci-Fi,Thriller","A man joins a game show where contestants, allowed to go anywhere in the world, are pursued by ""hunters"" hired to kill them.",Edgar Wright,"Michael Bacall,Stephen King,Edgar Wright","Glen Powell,Katy O'Brian,Colman Domingo"
tt8702454,The Third Parent (2025),2025,,"Horror,Sci-Fi,Thriller","Amidst the 4th of July celebration, a disturbing figure named Tommy Taffy emerges, disguising himself as a human to infiltrate a suburban neighborhood and impose authoritarian rule over an u...",David Michaels,"David Michaels,Elias Witherow","Rob Lowe,Crispin Glover,Roselyn Sanchez"
tt30874432,The Watchers (2025),2025,2h 4m,"Slasher Horror,Teen Horror,Horror,Mystery,Thriller","Luna, a troubled teen is forced to navigate her dark past when a mysterious entity begins stalking her for it. Alone, she tries to balance uncovering the corruption within Elmwood and runnin...",Aidan Campbell,Aidan Campbell,"Andrew Pierson,Shelby Hunstad,Mike Infante"
tt32159989,After the Hunt (2025),2025,,"Crime,Drama,Thriller",A college professor finds herself at a personal and professional crossroads when a star pupil levels an accusation against one of her colleagues and a dark secret from her own past threatens...,Luca Guadagnino,Nora Garrett,"Julia Roberts,Andrew Garfield,Ayo Edebiri"
tt29644189,The Black Phone 2 (2025),2025,,Horror,,Scott Derrickson,"C. Robert Cargill,Scott Derrickson","Ethan Hawke,Jeremy Davies,Mason Thames"
tt33088452,Regretting You (2025),2025,,Drama,"Centers on the strained relationship between young mother Morgan Grant and her teenage daughter Clara, exacerbated by Morgan's husband Chris's tragic death, forcing them to navigate life's c...",Josh Boone,"Josh Boone,Colleen Hoover,Susan McMartin","Willa Fitzgerald,Mckenna Grace,Scott Eastwood"
tt27543578,Good Fortune (2025),2025,,"Action,Comedy",A well-meaning but rather inept angel named Gabriel meddles in the lives of a struggling gig worker and a wealthy venture capitalist.,Aziz Ansari,Aziz Ansari,"Keanu Reeves,Seth Rogen,Keke Palmer"
tt15845656,Dr. A. P. J. Abdul Kalam (2025),2025,,"Biography,Drama","The inspirational journey of the Legend, Missile Man and 11th People's President of India.",Prince Jagadeesh Daneti,Prince Jagadeesh Daneti,Mohammad Ali
tt10844184,Detour 95 (2025),2025,,"Action,Horror,Thriller","Candace leaves northern New Jersey for Miami, Florida, to escape the violence and poverty; she quickly finds herself fighting for her life in a redneck nightmare.","Matthew Clark ""Ghost""","Matthew Clark ""Ghost"",Tesha Clark","Matthew Clark ""Ghost"",Emily Rose Hernandez,Craig Edwards"
tt16911616,Animal Friends (2025),2025,,"Action,Adventure,Animation,Comedy",Two animals become unlikely friends.,Peter Atencio,"Kevin Burrows,Matt Mider","Aubrey Plaza,Ryan Reynolds,Jason Momoa"
tt10928904,The Legend of Johnny Jones (2025),2025,1h 31m,"Action,Horror,Thriller",Set in the housing projects of New Jersey. A young man who has known only poverty and abuse all his life suffers a mental breakdown and embarks on a killing spree unlike any other in history...,"Matthew Clark ""Ghost""","Matthew Clark ""Ghost"",Tesha Clark","Dylan Playfair,Hector David Jr.,Janvier Katabarwa"
tt7193124,We Harvest (2025),2025,1h 30m,"Horror,Thriller","A young surgeon takes a job in corrupt Las Vegas. Facing personal tragedy, he's tempted by coworkers harvesting criminal organs, believing the cause righteous before realizing his moral comp...",Julia Tranfaglia,Drew Dusterhoff,Drew Dusterhoff
tt6604188,Tron: Ares (2025),2025,,"Cyberpunk,Action,Adventure,Sci-Fi","A highly sophisticated Program, Ares, is sent from the digital world into the real world on a dangerous mission.",Joachim Rønning,"Jesse Wigutow,Jack Thorne,Steven Lisberger","Gillian Anderson,Sarah Desjardins,Jared Leto"
tt4627382,Roofman (2025),2025,,"Crime,Drama","The story of the rooftop robber, Jeffrey Manchester, and his time on the lam evading capture.",Derek Cianfrance,"Derek Cianfrance,Kirt Gunn","Uzo Aduba,Juno Temple,Channing Tatum"
tt11378946,Michael (2025),2025,,"Docudrama,Biography,Drama,History,Music","The story of the famous musician Michael Jackson, known as the King of Pop.",Antoine Fuqua,John Logan,"Miles Teller,Kat Graham,Colman Domingo"
tt30144839,One Battle After Another (2025),2025,2h 50m,"Crime,Drama,Thriller","When their evil enemy resurfaces after 16 years, a group of ex-revolutionaries reunites to rescue one of their own's daughter.",Paul Thomas Anderson,Paul Thomas Anderson,"Leonardo DiCaprio,Benicio Del Toro,Sean Penn"
tt32214143,Gabby's Dollhouse: The Movie (2025),2025,1h 25m,"Adventure,Animation,Comedy,Family,Fantasy",Gabby and Grandma Gigi's road trip takes an unexpected turn when Gabby's prized dollhouse ends up with eccentric cat lady Vera. Gabby embarks on a adventure to reunite the Gabby Cats and ret...,Ryan Crego,"Traci Paige Johnson,Jennifer Twomey,Ryan Crego","Laila Lockhart Kraner,Darren Criss,Eduardo Franco"
tt20990442,Him (2025),2025,,"Horror,Sport",A promising young football player joins an isolated compound to train under a dynasty team's aging quarterback.,Justin Tipping,"Zack Akers,Skip Bronkie","Marlon Wayans,Julia Fox,Tim Heidecker"
tt28671344,The Strangers: Chapter 2 (2025),2025,2h 42m,"Slasher Horror,Whodunnit,Horror,Mystery","On the final day of their cross country road trip, a couple's vehicle breaks down, forcing them to take refuge in a remote Airbnb. As night falls, three masked strangers terrorize them until...",Renny Harlin,"Alan R. Cohen,Alan Freedland,Amber Loutfi","Gabriel Basso,Rachel Shenton,Richard Brake"
tt26443605,Untitled Disney (2025),,,Animation,,See company contact information,"See writer,See producer",See preliminary cast
tt13650700,A Big Bold Beautiful Journey (2025),2025,,"Adventure,Drama,Fantasy,Romance",An imaginative tale of two strangers and the unbelievable journey that connects them.,Kogonada,Seth Reiss,"Colin Farrell,Margot Robbie,Phoebe Waller-Bridge"
tt30096221,Ella McCay (2025),2025,,"Comedy,Drama","The film will follow an idealistic young politician who juggles familial issues and a challenging work life while preparing to take over the job of her mentor, the state's longtime incumbent...",James L. Brooks,James L. Brooks,"Woody Harrelson,Jamie Lee Curtis,Ayo Edebiri"
tt31888477,Downton Abbey: The Grand Finale (2025),2025,,,,Simon Curtis,Julian Fellowes,"Alessandro Nivola,Michelle Dockery,Joely Richardson"
tt33235979,Light of the World (2025),2025,1h 24m,Animation,"Follows Jesus' life from ministry beginnings through crucifixion, resurrection, as seen through Apostle John's eyes.","Tom Bancroft,John J. Schafer","David M. Armstrong,Drew Barton Armstrong","David Kaye,Adam Kozlick"
tt4519000,Jessica Frost (2025),2025,,"Fantasy Epic,Superhero,Action,Fantasy,Sci-Fi","A young woman searching for the truth about why a time-traveling psychopath is after her, is thrown into a turbulent journey through the desert, time, space and her family's past.",Ru Berntsen,Cristo M. Sanchez,Ru Berntsen
tt22898462,The Conjuring: Last Rites (2025),2025,,"Horror,Mystery,Thriller",Paranormal investigators Ed and Lorraine Warren take on one last terrifying case involving mysterious entities they must confront.,Michael Chaves,"Ian Goldberg,David Leslie Johnson-McGoldrick,Richard Naing","Vera Farmiga,Patrick Wilson,Ben Hardy"
tt20222166,Spinal Tap II (2025),2025,,"Mockumentary,Comedy,Music","The band reunite after a 15-year break for one final concert, according to a synopsis from the producers.",Rob Reiner,"Christopher Guest,Michael McKean,Rob Reiner","Michael McKean,Christopher Guest,Fran Drescher"
tt31973693,The Roses (2025),2025,,"Comedy,Drama",A tinderbox of competition and resentments underneath the façade of a picture-perfect couple is ignited when the husband's professional dreams come crashing down.,Jay Roach,"Warren Adler,Tony McNamara","Benedict Cumberbatch,Olivia Colman,Andy Samberg"
tt1493274,Caught Stealing (2025),2025,,"Psychological Drama,Psychological Thriller,Crime,Thriller","Burned-out ex-baseball player Hank Thompson unexpectedly finds himself embroiled in a dangerous struggle for survival amidst the criminal underbelly of 1990s New York City, forced to navigat...",Darren Aronofsky,Charlie Huston,"Vincent D'Onofrio,Austin Butler,Yuri Kolokolnikov"
tt28784201,Another in the Fire (2025),2025,1h 39m,"Action,Biography","On May 22nd 1980 at midnight, that was the night I died. Based on a true story",Michael Sinclair Walter,"Michael Sinclair Walter,Rick Walter,Dan Williams","Randy Couture,Luce Rains,Luke Hawx"
tt1633359,The Toxic Avenger (2023),2023,1h 42m,"B-Horror,Splatter Horror,Action,Comedy,Horror","A horrible toxic accident transforms downtrodden janitor, Winston Gooze into a new evolution of hero: The Toxic Avenger.",Macon Blair,"Macon Blair,Lloyd Kaufman,Joe Ritter","Julian Kostov,Kevin Bacon,Peter Dinklage"
tt28334938,Clika (2025),2025,,"Drama,Music",A small town musician pushes to carve out a place for himself in the new wave of Mexican-American music after a clip of him performing one of his songs goes viral.,Michael Greene,"Michael Greene,Sean Sullivan McBride","Eric Roberts,Peter Greene,Alison Chace"
tt17676734,Americana (2023),2023,1h 50m,"Dark Comedy,Action,Comedy,Crime,Drama,Western",The lives of local outsiders and outcasts violently intertwine when a rare Lakota Ghost shirt falls onto the black market in a small South Dakota town.,Tony Tost,Tony Tost,"Sydney Sweeney,Zahn McClarnon,Paul Walter Hauser"
tt26581740,Weapons (2025),2025,,Horror,"An interrelated, multistory horror epic about the disappearance of high school students in a small town.",Zach Cregger,Zach Cregger,"Josh Brolin,Julia Garner,Austin Abrams"
tt28996126,Nobody 2 (2025),2025,,"Dark Comedy,One-Person Army Action,Action,Comedy,Crime,Thriller","Suburban dad Hutch Mansell, a former lethal assassin, is pulled back into his violent past after thwarting a home invasion, setting off a chain of events that unravels secrets about his wife...",Timo Tjahjanto,"Umair Aleem,Derek Kolstad,Bob Odenkirk","Connie Nielsen,Sharon Stone,Bob Odenkirk"
tt4292334,Experiment 77 (2025),2025,,Thriller,A doctor running a Women's Behavioral Center struggles to keep her patients stable when one of her colleagues is found dead and her own mental well-being begins to deteriorate.,Kim Kopf,Kim Kopf,"Richard Riehle,Quinton Aaron,Kim Kopf"
